project_id,contract_date,completion_date,year,town,county,distance_from_home_base_miles,business_type,roof_type,project_type,roof_size_sqft,stories,roof_access_complexity,occupied_building_flag,tear_off_required_flag,insulation_replacement_flag,number_of_roof_penetrations,hurricane_related_flag,emergency_job_flag,permit_complexity_score,estimated_duration_days,actual_duration_days,delay_days,weather_delay_days,change_order_amount,contract_value,revenue_per_sqft,material_cost,labor_cost,subcontractor_cost,equipment_cost,permit_cost,disposal_cost,travel_cost,overrun_cost,total_cost,gross_profit,profit_margin_pct,lead_source,customer_type,competitive_bid_flag,number_of_competitors_estimated,salesperson,sales_cycle_days,won_with_discount_flag,discount_pct,month,quarter,busy_season_flag,post_hurricane_demand_flag,material_price_index,labor_tightness_index
SWFL-2019-0259,2019-08-14,2019-09-08,2019,Fort Myers,Lee,3.1,Hotel / Hospitality,EPDM,New Installation,95333,1,Medium,False,False,False,27,False,False,4,21,19,-2,0,7514.25,1216422.72,12.76,306457.24,309947.98,94835.64,57535.55,5299.61,3986.97,2446.28,0.0,780509.27,443427.7,0.3623,Property Manager,New,True,2,Emerson,48,False,0.0,8,Q3,False,False,99.3,102.4
SWFL-2024-0260,2024-11-17,2024-11-24,2024,Fort Myers,Lee,7.6,Medical,Modified Bitumen,Coating / Restoration,5587,2,Medium,True,False,True,12,False,False,2,3,7,4,0,9239.04,81817.68,14.64,28322.26,26462.48,6330.42,4460.16,1556.78,210.69,827.03,3189.09,71358.91,19697.81,0.2163,Insurance / Storm,New,True,5,Cameron,46,False,0.0,11,Q4,True,False,116.1,111.5
SWFL-2022-0261,2022-08-16,2022-08-31,2022,Fort Myers,Lee,8.5,Retail,Modified Bitumen,New Installation,30822,1,Low,True,True,False,17,True,False,2,11,15,4,2,9090.69,469377.91,15.23,154787.0,117205.37,20382.56,18282.88,2511.14,8579.78,2146.98,7430.53,331326.24,147142.36,0.3075,Referral,New,False,2,Avery,24,False,0.0,8,Q3,False,True,113.6,114.0
SWFL-2023-0262,2023-09-27,2023-10-16,2023,Bonita Springs,Lee,27.2,Multifamily,EPDM,Storm Damage Replacement,85524,5,Medium,True,True,False,22,True,False,7,19,18,-1,0,-1466.53,1589086.07,18.58,514388.27,588157.51,159861.46,67466.36,8578.77,26532.82,14735.95,0.0,1379721.14,207898.4,0.1309,Google Search,New,False,2,Avery,18,False,0.0,9,Q3,False,True,120.3,115.9
SWFL-2019-0263,2019-02-20,2019-03-09,2019,Bonita Springs,Lee,25.0,HOA / Clubhouse,Modified Bitumen,Full Replacement,29430,4,Medium,True,True,False,11,False,False,6,11,15,4,0,45177.41,573447.56,19.49,164586.33,158920.95,58763.57,18266.65,4377.0,7264.06,6156.91,6728.82,425064.29,193560.68,0.3129,Referral,Existing,False,0,Emerson,19,False,0.0,2,Q1,False,False,99.8,98.1
SWFL-2022-0264,2022-11-29,2022-12-08,2022,Fort Myers,Lee,15.1,Office,Metal,Full Replacement,16847,1,Low,True,False,False,8,False,False,2,8,9,1,0,5824.48,431152.29,25.59,209847.57,125779.48,27441.92,20968.51,2477.84,716.64,2263.56,1426.07,390921.59,46055.18,0.1054,Repeat Customer,Existing,True,1,Blake,31,False,0.0,11,Q4,True,True,116.4,111.9
SWFL-2025-0265,2025-09-23,2025-10-05,2025,Naples,Collier,28.0,Hotel / Hospitality,Metal,Storm Damage Replacement,20532,2,Medium,True,True,True,15,False,False,3,10,12,2,0,45603.75,502997.2,24.5,225937.13,181875.21,50023.77,26981.98,2494.65,6417.63,4276.96,3110.79,501118.12,47482.83,0.0866,General Contractor,New,True,1,Blake,34,False,0.0,9,Q3,False,False,117.5,106.6
SWFL-2024-0266,2024-01-12,2024-01-31,2024,Cape Coral,Lee,10.6,Office,Modified Bitumen,Full Replacement,23597,1,Low,False,True,False,9,True,False,1,9,11,2,0,23128.87,357288.38,15.14,130512.87,122002.65,41042.22,14629.7,2127.97,7530.25,2047.13,2586.24,322479.03,57938.22,0.1523,Bid Invitation,New,False,4,Cameron,23,True,0.0565,1,Q1,False,True,122.0,116.7
SWFL-2020-0267,2020-04-22,2020-05-07,2020,Cape Coral,Lee,17.7,Restaurant,EPDM,Full Replacement,12317,2,Medium,False,True,True,15,True,False,3,10,11,1,1,19210.29,189741.22,15.4,51591.29,65500.69,19175.36,8599.79,2071.69,3660.16,2448.86,1493.33,154541.17,54410.34,0.2604,Google Search,Existing,True,2,Avery,52,True,0.0448,4,Q2,True,False,101.4,104.1
SWFL-2019-0268,2019-04-15,2019-05-02,2019,Naples,Collier,34.0,Multifamily,Metal,Repair,5550,2,Low,True,False,False,7,False,False,4,9,8,-1,1,1638.39,180631.52,32.55,70256.21,49637.26,8525.48,7306.33,3200.8,206.25,2888.51,494.51,142515.35,39754.56,0.2181,Property Manager,New,False,2,Avery,31,True,0.0637,4,Q2,True,False,97.5,94.3
SWFL-2021-0269,2021-07-18,2021-08-12,2021,Port Charlotte,Charlotte,44.5,HOA / Clubhouse,Coating / Restoration,Full Replacement,15867,1,Low,False,True,True,8,False,False,3,10,20,10,0,14494.28,141798.2,8.94,32084.48,43869.46,5505.55,5174.45,2370.21,3945.0,6526.72,9052.37,108528.24,47764.24,0.3056,Referral,Existing,False,1,Cameron,10,False,0.0,7,Q3,False,False,106.6,104.0
SWFL-2024-0270,2024-01-13,2024-01-20,2024,Naples,Collier,34.5,Medical,Coating / Restoration,Coating / Restoration,9529,1,Medium,True,False,False,8,False,False,5,4,6,2,0,1616.91,88261.58,9.26,25074.57,31395.42,7189.2,2026.66,2830.92,365.42,3866.57,1617.74,74366.5,15511.99,0.1726,Google Search,New,False,1,Avery,24,False,0.0,1,Q1,False,True,119.1,116.1
SWFL-2025-0271,2025-05-16,2025-05-25,2025,Naples,Collier,39.9,Hotel / Hospitality,TPO,Repair,5197,3,High,True,False,True,11,False,False,7,5,7,2,0,2952.31,100929.99,19.42,33141.37,44493.16,11899.27,3614.46,3455.59,259.26,3272.1,1663.35,101798.56,2083.74,0.0201,Referral,Existing,False,0,Emerson,40,True,0.0392,5,Q2,True,False,115.0,111.5
SWFL-2022-0272,2022-02-22,2022-03-17,2022,Sarasota,Sarasota,81.5,Warehouse,Metal,Storm Damage Replacement,21514,5,Medium,True,True,True,11,True,False,6,10,20,10,0,45375.31,885341.77,41.15,409363.85,349296.26,103841.63,43035.82,4457.57,6311.53,15530.34,22436.15,954273.15,-23556.07,-0.0253,Google Search,New,True,1,Avery,28,False,0.0,2,Q1,False,True,119.6,114.1
SWFL-2023-0273,2023-07-31,2023-08-19,2023,Marco Island,Collier,63.3,Retail,Built-Up Roofing,Full Replacement,39114,1,Medium,False,True,False,9,False,False,3,10,12,2,1,-10884.63,774143.56,19.79,294087.23,279897.47,53274.15,31351.9,3379.83,11125.73,18012.2,5056.23,696184.74,67074.19,0.0879,General Contractor,Existing,True,4,Drew,37,False,0.0,7,Q3,False,True,115.7,116.5
SWFL-2024-0274,2024-11-17,2024-12-07,2024,Cape Coral,Lee,14.9,Office,TPO,New Installation,17524,1,Low,True,True,False,6,False,False,5,9,11,2,1,8174.04,208068.37,11.87,62888.89,56738.57,21029.02,4969.06,3458.45,4967.15,2813.77,2565.5,159430.41,56812.0,0.2627,Repeat Customer,Existing,True,2,Blake,73,False,0.0,11,Q4,True,False,113.6,101.3
SWFL-2019-0275,2019-07-03,2019-07-20,2019,Punta Gorda,Charlotte,42.5,Industrial,Metal,New Installation,42162,2,Low,True,False,False,19,False,False,2,12,15,3,0,67527.7,933233.99,22.13,372178.31,187463.03,94031.66,31505.26,4197.42,1717.06,12617.5,6989.46,710699.7,290061.99,0.2898,Property Manager,New,False,3,Cameron,44,False,0.0,7,Q3,False,False,100.7,98.9
SWFL-2022-0276,2022-04-22,2022-05-09,2022,Lehigh Acres,Lee,18.0,Warehouse,Modified Bitumen,Coating / Restoration,14617,1,Low,True,False,False,5,False,False,3,10,14,4,1,3617.02,189392.23,12.96,63132.18,63500.55,10715.21,7677.16,2613.25,518.21,2740.27,4465.14,155361.97,37647.28,0.1951,General Contractor,New,True,1,Blake,37,True,0.0868,4,Q2,True,True,114.0,111.5
SWFL-2021-0277,2021-10-15,2021-10-30,2021,Lehigh Acres,Lee,26.0,Warehouse,Modified Bitumen,Repair,7458,1,Low,True,False,False,9,False,False,4,7,11,4,0,6237.23,169556.95,22.73,58500.74,54474.43,7800.77,3836.09,2050.37,352.3,2166.56,3820.81,133002.07,42792.11,0.2434,Bid Invitation,New,True,3,Emerson,53,False,0.0,10,Q4,True,False,113.1,101.8
SWFL-2020-0278,2020-04-23,2020-05-18,2020,Cape Coral,Lee,14.2,Medical,Modified Bitumen,Repair,8051,5,High,True,False,False,16,True,False,7,6,18,12,2,5691.44,186287.7,23.14,53614.3,62096.35,26596.81,12291.73,3385.54,346.18,1477.97,12821.87,172630.75,19348.39,0.1008,Google Search,New,True,4,Blake,40,False,0.0,4,Q2,True,False,106.7,97.9
SWFL-2021-0279,2021-09-13,2021-09-26,2021,Sarasota,Sarasota,73.4,Hotel / Hospitality,Metal,Coating / Restoration,23497,1,Medium,False,False,False,10,False,False,4,7,5,-2,0,-6973.01,441575.11,18.79,184187.73,156313.23,28503.82,19329.67,2861.85,1099.95,14810.53,0.0,407106.78,27495.32,0.0633,Google Search,New,True,6,Avery,33,False,0.0,9,Q3,False,False,110.6,103.6
SWFL-2025-0280,2025-12-08,2026-01-02,2025,Estero,Lee,21.2,Multifamily,Modified Bitumen,Storm Damage Replacement,15963,5,Medium,True,True,True,7,False,False,5,6,16,10,0,-3553.33,358143.56,22.44,128124.11,136322.15,30121.67,13173.04,3494.45,4157.68,3212.36,12946.58,331552.04,23038.19,0.065,Referral,New,False,4,Emerson,33,False,0.0,12,Q4,False,False,115.1,110.9
SWFL-2022-0281,2022-09-08,2022-10-03,2022,Naples,Collier,30.5,Medical,Built-Up Roofing,Full Replacement,17088,2,Medium,False,True,True,13,False,False,4,12,16,4,1,40070.85,375130.02,21.95,124221.96,131745.69,32993.75,15714.71,2603.2,5054.74,4853.67,5951.04,323138.76,92062.11,0.2217,Google Search,Existing,False,1,Avery,49,True,0.1016,9,Q3,False,True,116.4,114.7
SWFL-2023-0282,2023-07-09,2023-07-28,2023,Cape Coral,Lee,9.9,Warehouse,TPO,Full Replacement,63298,2,Low,False,True,True,16,False,False,4,15,18,3,1,16352.16,1040905.97,16.44,394234.92,281079.07,65811.9,21163.38,5563.3,14142.47,4802.9,8753.62,795551.56,261706.57,0.2475,Repeat Customer,Existing,False,2,Avery,30,False,0.0,7,Q3,False,True,124.7,120.0
SWFL-2025-0283,2025-04-07,2025-05-10,2025,Lehigh Acres,Lee,17.9,Warehouse,Built-Up Roofing,Coating / Restoration,85270,2,Low,True,False,False,17,False,False,3,17,28,11,2,82742.16,1145826.53,13.44,460688.86,327768.72,96385.06,24951.63,5179.94,3653.09,11192.79,32370.69,962190.78,266377.91,0.2168,Bid Invitation,New,True,3,Drew,31,False,0.0,4,Q2,True,False,119.6,117.5
SWFL-2023-0284,2023-10-22,2023-10-30,2023,Fort Myers,Lee,15.1,Multifamily,Built-Up Roofing,Full Replacement,21693,1,Low,False,False,True,17,False,False,1,1,4,3,1,25844.32,441084.59,20.33,176518.01,139197.08,28509.0,23820.0,2217.38,850.62,3117.32,5034.72,379264.13,87664.78,0.1877,Repeat Customer,Existing,False,0,Drew,44,False,0.0,10,Q4,True,True,119.5,118.4
SWFL-2022-0285,2022-12-21,2023-01-19,2022,Estero,Lee,27.1,Retail,TPO,Storm Damage Replacement,42108,2,Low,True,True,True,16,True,True,6,15,23,8,1,75540.42,856168.44,20.33,282838.45,331878.5,129658.39,40793.66,5056.82,13666.89,8007.77,24698.85,836599.33,95109.53,0.1021,Referral,Existing,False,2,Avery,9,False,0.0,12,Q4,False,True,120.5,120.7
SWFL-2024-0286,2024-09-20,2024-10-03,2024,Fort Myers,Lee,16.0,Multifamily,Coating / Restoration,Repair,4091,2,Low,True,False,False,6,True,False,3,2,8,6,0,421.11,39748.34,9.72,9575.15,13474.3,3905.54,1985.06,1840.03,169.18,1346.06,4329.28,36624.6,3544.85,0.0882,Property Manager,Existing,False,0,Cameron,21,False,0.0,9,Q3,False,False,105.3,105.5
SWFL-2019-0287,2019-01-21,2019-02-07,2019,Fort Myers,Lee,9.8,Multifamily,Metal,New Installation,38686,1,Low,True,False,True,17,False,False,3,9,16,7,0,-17609.76,866193.77,22.39,342733.27,214758.15,69057.53,26567.26,3819.34,1391.15,2731.98,15464.04,676522.72,172061.29,0.2028,Insurance / Storm,Existing,True,3,Cameron,40,True,0.079,1,Q1,False,False,100.6,100.0
SWFL-2022-0288,2022-09-27,2022-10-05,2022,Fort Myers,Lee,13.9,Hotel / Hospitality,TPO,Full Replacement,16422,1,Medium,False,True,False,8,False,False,2,9,7,-2,1,-5386.19,276717.51,16.85,87653.05,85275.93,21296.07,13763.32,2771.47,4335.37,2055.56,571.37,217722.14,53609.18,0.1976,General Contractor,New,False,0,Blake,43,False,0.0,9,Q3,False,True,113.6,114.5
SWFL-2019-0289,2019-02-23,2019-03-11,2019,Punta Gorda,Charlotte,33.5,Warehouse,TPO,Coating / Restoration,18488,2,Low,False,False,False,10,False,False,3,5,8,3,1,-1581.91,180649.11,9.77,48957.5,51434.8,18159.37,5433.01,2244.57,670.49,4501.54,3420.02,134821.3,44245.9,0.2471,Repeat Customer,Existing,False,1,Drew,28,False,0.0,2,Q1,False,False,101.2,98.1
SWFL-2024-0290,2024-11-09,2024-11-19,2024,Bonita Springs,Lee,19.8,Medical,TPO,Repair,6081,2,Medium,True,False,False,8,True,False,4,5,8,3,0,-2938.52,101014.23,16.61,33015.97,41623.95,5785.91,4812.28,2045.23,267.83,1973.43,2495.48,92020.08,6055.63,0.0617,Bid Invitation,New,True,6,Cameron,62,False,0.0,11,Q4,True,False,111.6,113.3
SWFL-2021-0291,2021-12-09,2022-01-05,2021,Cape Coral,Lee,11.8,HOA / Clubhouse,Coating / Restoration,Coating / Restoration,24136,3,Medium,True,False,True,3,False,False,5,12,24,12,0,12492.67,161898.91,6.71,38318.79,47771.63,8717.24,11896.8,2243.49,945.35,2330.55,11297.02,123520.87,50870.71,0.2917,Referral,Existing,False,0,Emerson,11,False,0.0,12,Q4,False,False,106.8,98.2
SWFL-2021-0292,2021-10-19,2021-10-30,2021,Naples,Collier,30.7,Medical,Modified Bitumen,Coating / Restoration,14896,1,High,False,False,False,15,False,False,4,9,8,-1,1,-3441.13,217510.38,14.6,68175.93,71894.73,19957.97,10151.37,2098.27,684.86,4829.4,524.01,178316.54,35752.71,0.167,Bid Invitation,New,True,6,Blake,64,True,0.0469,10,Q4,True,False,103.5,99.2
SWFL-2019-0293,2019-11-25,2019-12-08,2019,Fort Myers,Lee,16.1,Hotel / Hospitality,Built-Up Roofing,Full Replacement,29595,2,Medium,True,False,False,17,False,False,6,8,9,1,1,13376.2,619677.6,20.94,192946.41,188375.54,26618.91,16128.53,4314.45,1098.65,3877.62,2611.16,435971.27,197082.53,0.3113,Referral,Existing,False,1,Cameron,32,False,0.0,11,Q4,True,False,99.4,99.2
SWFL-2025-0294,2025-10-23,2025-11-20,2025,Punta Gorda,Charlotte,33.7,Warehouse,Built-Up Roofing,Repair,14596,1,Low,True,False,False,7,False,False,4,9,19,10,0,-10951.13,363217.97,24.88,124785.5,120219.79,28278.94,8737.73,2718.59,620.52,3955.05,13037.92,302354.04,49912.8,0.1417,Property Manager,Existing,False,2,Avery,22,False,0.0,10,Q4,True,False,114.7,112.7
SWFL-2024-0295,2024-04-10,2024-04-27,2024,Naples,Collier,43.3,Multifamily,EPDM,New Installation,21431,4,High,True,False,False,9,False,False,7,7,13,6,1,5081.7,327753.67,15.29,108119.07,102597.32,20258.66,27251.65,3972.74,919.53,7797.47,8051.94,278968.38,53866.99,0.1618,Repeat Customer,Existing,True,2,Blake,35,True,0.0832,4,Q2,True,True,120.8,114.6
SWFL-2023-0296,2023-10-22,2023-11-28,2023,Sarasota,Sarasota,81.5,Industrial,TPO,New Installation,78820,1,Low,True,True,False,26,False,False,3,23,30,7,1,79087.87,1135119.64,14.4,355648.06,325772.47,111967.46,40594.37,4868.36,24372.24,36747.04,20110.6,920080.6,294126.91,0.2422,Repeat Customer,Existing,False,0,Drew,18,True,0.0208,10,Q4,True,True,119.6,110.5
SWFL-2025-0297,2025-05-06,2025-05-31,2025,Cape Coral,Lee,7.0,Multifamily,Modified Bitumen,Coating / Restoration,22019,1,Low,True,False,False,11,True,True,2,11,21,10,2,24721.6,335952.74,15.26,116029.26,128324.07,21563.41,15569.82,2241.72,1018.03,1389.67,18176.18,304312.16,56362.18,0.1563,Referral,Existing,False,1,Emerson,32,False,0.0,5,Q2,True,False,117.9,112.5
SWFL-2022-0298,2022-03-24,2022-04-20,2022,Naples,Collier,43.9,School / Institutional,Metal,Full Replacement,45842,1,Low,True,True,False,8,True,True,4,12,19,7,1,37053.85,1531309.46,33.4,710593.91,515600.07,159073.72,73423.31,6764.6,12108.72,13243.36,33765.12,1524572.81,43790.5,0.0279,Google Search,Existing,True,2,Cameron,21,False,0.0,3,Q1,True,True,117.2,119.2
SWFL-2019-0299,2019-10-04,2019-10-20,2019,Bonita Springs,Lee,21.9,HOA / Clubhouse,EPDM,Coating / Restoration,12675,2,Low,True,False,False,8,False,False,4,3,10,7,0,5011.86,156872.9,12.38,39661.45,42196.54,15692.27,6550.14,2773.52,598.32,3099.97,6526.6,117098.81,44785.95,0.2767,General Contractor,New,False,4,Avery,44,False,0.0,10,Q4,True,False,96.7,99.3
SWFL-2022-0300,2022-10-22,2022-11-05,2022,Bonita Springs,Lee,20.4,Office,TPO,Repair,5894,3,Medium,True,False,False,8,True,False,7,3,6,3,0,9125.49,152417.93,25.86,50873.66,59065.62,17236.97,4126.96,3546.13,275.86,1740.04,2773.06,139638.3,21905.12,0.1356,Bid Invitation,New,False,2,Drew,42,False,0.0,10,Q4,True,True,113.6,110.9
SWFL-2022-0301,2022-10-02,2022-10-18,2022,Port Charlotte,Charlotte,43.0,Industrial,Coating / Restoration,Coating / Restoration,14136,3,Medium,True,False,False,7,False,False,5,8,14,6,4,-3626.22,103606.15,7.33,27398.07,36052.11,7455.61,4176.38,2604.08,528.74,6039.35,6750.49,91004.83,8975.1,0.0898,General Contractor,New,True,2,Blake,44,False,0.0,9,Q3,False,True,118.9,117.4
SWFL-2023-0302,2023-06-19,2023-07-14,2023,Naples,Collier,36.0,School / Institutional,Built-Up Roofing,Storm Damage Replacement,28277,1,Medium,True,True,True,11,True,False,4,10,23,13,2,20058.48,662657.28,23.43,256813.99,244686.15,29900.45,22953.24,3631.15,6562.26,8966.84,25716.43,599230.51,83485.25,0.1223,Repeat Customer,Existing,True,2,Cameron,44,False,0.0,6,Q2,False,True,117.2,112.5
SWFL-2023-0303,2023-10-05,2023-10-23,2023,Cape Coral,Lee,6.4,Hotel / Hospitality,EPDM,New Installation,8119,3,High,True,True,False,10,True,True,5,7,14,7,0,506.35,129006.0,15.89,39506.77,46699.89,12784.45,6206.3,2495.3,2295.18,951.21,8336.89,119275.99,10236.36,0.079,Repeat Customer,Existing,True,4,Emerson,47,False,0.0,10,Q4,True,True,117.2,116.0
SWFL-2023-0304,2023-10-17,2023-10-30,2023,Estero,Lee,17.2,Medical,Coating / Restoration,Coating / Restoration,5817,2,Low,True,False,False,8,False,False,5,3,11,8,4,-593.86,46941.36,8.07,13000.22,16779.41,3689.65,2117.5,2714.69,253.98,1676.12,7426.17,47657.74,-1310.24,-0.0283,Repeat Customer,Existing,False,0,Drew,35,False,0.0,10,Q4,True,True,119.0,116.0
SWFL-2020-0305,2020-11-23,2020-12-20,2020,Fort Myers,Lee,4.9,Retail,TPO,Full Replacement,15269,4,Medium,True,True,True,3,False,False,5,12,21,9,0,9601.3,246467.75,16.14,70122.59,73182.96,21114.0,7119.95,3635.18,4187.35,1086.21,9842.78,190291.02,65778.03,0.2569,General Contractor,Existing,False,4,Emerson,39,False,0.0,11,Q4,True,False,105.6,103.0
SWFL-2020-0306,2020-10-08,2020-10-20,2020,Cape Coral,Lee,6.9,Medical,TPO,Repair,8306,3,High,True,False,False,5,False,False,4,7,10,3,0,-6327.93,155673.88,18.74,43726.74,65658.24,9064.26,12774.36,1966.61,310.2,1045.53,2790.64,137336.58,12009.37,0.0804,Referral,Existing,False,0,Blake,49,True,0.0752,10,Q4,True,False,102.5,99.8
SWFL-2022-0307,2022-04-03,2022-04-24,2022,Bonita Springs,Lee,27.4,HOA / Clubhouse,TPO,New Installation,55196,2,Low,False,False,False,17,False,False,4,12,18,6,1,-28743.32,821237.61,14.88,247814.64,209894.64,41585.55,21319.42,4868.4,1986.05,10461.0,13776.36,551706.06,240788.23,0.3038,Repeat Customer,Existing,False,0,Avery,32,False,0.0,4,Q2,True,True,117.1,115.8
SWFL-2025-0308,2025-04-28,2025-05-06,2025,Naples,Collier,32.8,Office,Modified Bitumen,Coating / Restoration,9144,1,Low,False,False,False,6,False,False,3,7,6,-1,0,10084.37,138217.12,15.12,48609.06,40676.57,9722.68,7365.23,2464.02,356.68,3734.4,0.0,112928.64,35372.85,0.2385,Property Manager,New,False,1,Drew,35,False,0.0,4,Q2,True,False,118.7,113.2
SWFL-2022-0309,2022-12-11,2022-12-29,2022,Cape Coral,Lee,19.1,Medical,Coating / Restoration,Full Replacement,18546,1,Medium,True,True,False,5,False,False,2,12,14,2,1,9920.2,163383.84,8.81,38711.65,59230.68,15970.07,7218.19,1980.71,5825.83,3091.38,2368.89,134397.4,38906.64,0.2245,Bid Invitation,New,True,3,Cameron,50,True,0.0345,12,Q4,False,True,118.9,116.9
SWFL-2025-0310,2025-05-09,2025-06-03,2025,Fort Myers,Lee,5.8,Restaurant,TPO,Full Replacement,13835,2,Medium,True,True,True,16,False,False,3,8,16,8,1,26695.48,223709.5,16.17,73538.55,74417.61,17051.14,11751.0,2720.13,3789.37,998.01,8950.38,193216.19,57188.79,0.2284,Google Search,Existing,True,5,Emerson,31,False,0.0,5,Q2,True,False,118.3,111.7
SWFL-2024-0311,2024-09-20,2024-10-06,2024,Estero,Lee,28.2,Medical,Modified Bitumen,Coating / Restoration,23660,5,High,True,False,False,15,False,False,7,10,13,3,1,4028.61,347311.72,14.68,109672.33,114335.47,37323.74,22854.36,3581.71,913.02,4778.59,4453.33,297912.55,53427.78,0.1521,Insurance / Storm,New,False,0,Avery,24,False,0.0,9,Q3,False,False,117.1,103.3
SWFL-2022-0312,2022-09-17,2022-10-11,2022,Cape Coral,Lee,19.1,Office,Modified Bitumen,Repair,12721,2,Low,True,True,True,6,False,True,4,9,18,9,2,5528.02,330374.68,25.97,110086.89,137845.92,16728.58,10965.23,2349.44,2816.53,2747.3,16351.39,299891.28,36011.42,0.1072,General Contractor,New,True,4,Avery,35,False,0.0,9,Q3,False,True,116.9,122.0
SWFL-2021-0313,2021-01-15,2021-01-30,2021,Cape Coral,Lee,15.7,Restaurant,Metal,Storm Damage Replacement,23606,2,Low,False,True,False,13,False,False,3,10,9,-1,0,17586.23,636723.2,26.97,267622.77,205339.48,64484.02,18572.49,3377.44,7606.57,2781.66,0.0,569784.43,84525.0,0.1292,Referral,New,True,0,Drew,39,False,0.0,1,Q1,False,False,109.2,105.3
SWFL-2019-0314,2019-08-23,2019-08-30,2019,Lehigh Acres,Lee,10.4,HOA / Clubhouse,TPO,Repair,9260,5,Medium,True,False,False,9,False,False,5,5,6,1,2,15160.65,195860.59,21.15,53605.25,72316.26,14210.85,12174.04,3307.84,326.27,1202.59,2015.93,159159.03,51862.21,0.2458,Repeat Customer,Existing,False,3,Drew,18,False,0.0,8,Q3,False,False,105.0,98.1
SWFL-2021-0315,2021-01-14,2021-01-31,2021,Cape Coral,Lee,9.1,Warehouse,Modified Bitumen,New Installation,41278,3,Medium,False,False,True,15,False,False,5,7,11,4,0,-9190.9,680982.22,16.5,192401.8,180459.64,68706.2,22982.76,4316.88,1857.06,2571.8,7503.07,480799.21,190992.11,0.2843,Property Manager,Existing,False,1,Cameron,30,False,0.0,1,Q1,False,False,100.9,105.8
SWFL-2025-0316,2025-10-26,2025-11-09,2025,Sarasota,Sarasota,80.1,Retail,Metal,Storm Damage Replacement,13763,5,Medium,False,True,True,7,True,False,5,3,6,3,1,2258.78,431425.98,31.35,196476.94,157537.0,20796.43,30499.98,4059.0,3489.42,8793.46,4974.84,426627.07,7057.69,0.0163,Insurance / Storm,New,False,2,Avery,27,False,0.0,10,Q4,True,False,121.5,113.9
SWFL-2025-0317,2025-11-29,2025-12-07,2025,Fort Myers,Lee,4.5,Medical,Metal,Coating / Restoration,8259,3,High,True,False,False,13,False,False,6,6,8,2,0,3537.2,178379.14,21.6,84375.47,59740.16,14599.33,6589.68,2914.57,391.86,808.67,1942.16,171361.9,10554.44,0.058,General Contractor,New,True,2,Blake,47,True,0.0528,11,Q4,True,False,116.6,112.6
SWFL-2025-0318,2025-08-12,2025-09-06,2025,Estero,Lee,12.8,HOA / Clubhouse,TPO,Full Replacement,30839,1,Low,True,True,False,13,True,False,2,14,23,9,1,-5839.84,494603.59,16.04,157140.18,141220.98,27692.02,19299.79,2262.72,8180.11,3588.28,14608.26,373992.34,114771.41,0.2348,Bid Invitation,Existing,True,5,Blake,25,True,0.0227,8,Q3,False,False,115.2,111.6
SWFL-2022-0319,2022-10-16,2022-11-11,2022,Cape Coral,Lee,10.7,Retail,Coating / Restoration,Coating / Restoration,25861,2,Low,True,False,True,22,False,False,5,7,18,11,0,1550.74,195541.41,7.56,53402.53,59022.2,11515.38,8937.09,2653.18,1152.68,2324.97,11021.72,150029.75,47062.4,0.2388,Referral,New,False,0,Avery,19,False,0.0,10,Q4,True,True,114.7,109.3
SWFL-2023-0320,2023-10-01,2023-11-02,2023,Naples,Collier,38.7,Restaurant,TPO,Full Replacement,37974,2,High,True,True,False,19,True,False,4,19,29,10,4,29440.63,673231.29,17.73,215119.48,228879.44,89772.13,39203.01,4190.81,10153.64,12369.51,22172.5,621860.52,80811.4,0.115,Insurance / Storm,Existing,True,2,Cameron,52,False,0.0,9,Q3,False,True,117.7,119.5
SWFL-2023-0321,2023-05-20,2023-06-14,2023,Lehigh Acres,Lee,12.3,Office,TPO,Full Replacement,21790,1,Low,True,True,True,8,False,False,3,13,21,8,2,12865.47,334363.4,15.34,105423.66,119040.33,20270.14,13580.32,2583.84,5159.93,2565.88,11249.81,279873.91,67354.96,0.194,Repeat Customer,Existing,False,0,Blake,28,True,0.0383,5,Q2,True,True,118.2,120.4
SWFL-2020-0322,2020-12-31,2021-01-31,2020,Port Charlotte,Charlotte,47.6,Warehouse,Metal,Full Replacement,65990,1,Low,True,True,False,16,False,True,4,18,22,4,3,-70393.19,2011234.11,30.48,866749.23,597780.93,117226.15,64311.37,8403.42,17708.39,23617.56,28936.16,1724733.21,216107.71,0.1113,Referral,New,False,1,Drew,5,False,0.0,12,Q4,False,False,105.9,103.7
SWFL-2019-0323,2019-01-15,2019-02-08,2019,Port Charlotte,Charlotte,36.9,Warehouse,Modified Bitumen,Full Replacement,72348,2,Low,False,True,False,27,False,False,3,21,19,-2,0,-15737.95,1094488.14,15.13,340665.4,314415.27,52510.64,31727.13,4359.8,20183.86,16828.35,0.0,780690.45,298059.74,0.2763,Property Manager,New,False,0,Avery,5,False,0.0,1,Q1,False,False,100.9,105.4
SWFL-2019-0324,2019-11-01,2019-11-13,2019,Cape Coral,Lee,7.1,Retail,Modified Bitumen,Repair,5098,2,Low,True,False,False,8,False,False,5,5,7,2,0,-2796.38,107904.2,21.17,35020.49,40021.12,5116.41,2505.33,3232.65,180.45,878.26,1688.46,88643.17,16464.65,0.1566,Property Manager,New,True,3,Cameron,49,True,0.0746,10,Q4,True,False,103.5,102.2
